collectionid,title,description,creator,donor,date,date is approximate,subject,location,location (lcsh),latitude,longitude,relation,publisher,source,identifier,rights,format original,type,format,language,rightsstatement,cdmid,objectid,original-objectid,reference_url
plcphotos,Lewiston Mill [05],A piece of machinery inside the Lewiston Mill,,,1927,yes,woodworking equipment,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_004,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1102,lewiston-plc215,plcphotos1102,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1102.html
plcphotos,Clearwater Sawmill and Lumber - Log Pond [22],Showing the area where logs are brought into the mill from the log pond.,,,1960,yes,log (wood); ponds,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 10, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_10_056,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1103,lewiston-plc216,plcphotos1103,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1103.html
plcphotos,Lewiston Mill Construction [80],A crane is use to help construct the power plant at the Lewiston Mill. Written on the photograph is &#39;Power Plant. 5/27/1927 No. 263&#39;,,,1927-05-27,yes,construction sites; cranes; power plants; power plant buildings,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_005,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1104,lewiston-plc217,plcphotos1104,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1104.html
plcphotos,Lewiston Mill Construction [64],A crane is used to help lift steel parts in helping with construction of the Lewiston Mil. Written on the photograph is &#39;No. 282&#39;.,,,1927,yes,construction sites; cranes,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_008,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1105,lewiston-plc218,plcphotos1105,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1105.html
plcphotos,Lewiston Mill Construction [83],A crane lifts a concrete from the back of a dump truck. Written on the photograph is &#39;CT CO&#39;s Plant - 4/30/1927 No. 263&#39;,,,1927-04-30,yes,cranes; construction sites,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_012,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1106,lewiston-plc219,plcphotos1106,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1106.html
plcphotos,Log Pond construction,A locomotive crane dumps a bucket full of rocks. The side of the crane reads &#39;Clearwater Timber Co. Loco. Crane No. 3.,,,1927,,cranes; construction sites; railroads (infrastructure),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_018,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1108,lewiston-plc220,plcphotos1108,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1108.html
plcphotos,Clearwater Sawmill and Lumber - Log Pond [13],A view of Clearwater Timber Company plant. In the background of the picture is the Clearwater river.,,,1960,yes,sawmills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 10, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_10_057,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1110,lewiston-plc221,plcphotos1110,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1110.html
plcphotos,Lewiston Mill Construction [75],Two stacks stand behind one of the buildings under construction at the Lewiston Mill,,,1927,yes,stacks (piping); construction sites,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_020,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1111,lewiston-plc222,plcphotos1111,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1111.html
plcphotos,Lewiston Mill Construction [02],A crane lifts a roof truss in the construction of the monorail at the Lewiston Mill. Men stand on either side of the framing to help with construction. Men also stand watching on the ground. Written on the photograph is &#39;Mon-Rail 5/13/1927 No. 267&#39;,,,1927-05-13,yes,roof frame components; construction sites; frame construction; cranes,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_022,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1112,lewiston-plc223,plcphotos1112,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1112.html
plcphotos,Lewiston Mill Construction [50],"Two cranes work to build the tailrace for the Lewiston Mill. On the left hand side, are two unfinished buildings. Written on the photograph is &#39;Tail Race, 5/30/1927, No. 288&#39;",,,1927-05-30,yes,tailraces; cranes; construction sites; frame construction,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_021,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1113,lewiston-plc224,plcphotos1113,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1113.html
plcphotos,Lewiston Mill [14],"According to the description written on the photograph (&#39;Log loaders, CT CO Plant 3/28/1927 No. 236&#39;), these are log ladders machines",,,1927-03-28,yes,woodworking equipment,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_024,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1114,lewiston-plc225,plcphotos1114,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1114.html
plcphotos,Lewiston Mill [06],"According to the description on the back of the photograph, looking at the machinery of the planing mill.",,,1927,yes,planing machines; woodworking equipment,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_025,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1115,lewiston-plc226,plcphotos1115,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1115.html
plcphotos,Lewiston Mill Construction [44],A crane assists in the construction of one of the buildings at the Lewiston Mill. Written on the photograph is &#39;Stacker and Sorter 1/25/1927 No. 182&#39;,,,1927-01-25,yes,woodworking equipment; cranes; construction sites; frame construction,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_032,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1117,lewiston-plc227,plcphotos1117,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1117.html
plcphotos,Lewiston Mill Construction [51],"Piles of material lie in front of buildings being constructed. According to the description written on the back of the photograph, these are the dry kilns (&#39;Dry Kilns 2/11/1927 No. X).",,,1927-02-11,yes,construction sites; frame construction; dry kilns,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_034,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1118,lewiston-plc228,plcphotos1118,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1118.html
plcphotos,Lewiston Mill Construction [48],One of the buildings at the Lewiston Mill under construction. Written on the photograph is &#39;Saw Mill Full House 5/21/1927 No. 198&#39;,,,1927-05-21,yes,construction sites; frame construction,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_035,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1119,lewiston-plc229,plcphotos1119,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1119.html
plcphotos,Lewiston Mill Construction [46],"A crane is used on the construction in a part of the Lewiston Mill. Written on the photograph is &#39;Dry sheds, Tail Race, Power Plant 2/10/1927, No. 199&#39;",,,1927-02-10,yes,construction sites; cranes; tailraces,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_036,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1120,lewiston-plc230,plcphotos1120,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1120.html
plcphotos,Lewiston Mill Construction [55],A crane lifts a metal structure of a flatcar to aid in construction of the Lewiston Mill. Four men stand on the ground while another stands on the flatcar.,,,1927,yes,construction sites; cranes; flatcars,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_038,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1121,lewiston-plc231,plcphotos1121,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1121.html
plcphotos,Lewiston Mill Construction [43],The early stages of the construction of the power plant at the Lewiston Mill. In the background are piles of rock and several locomotive cranes. Written on the photograph is &#39;CT CO Power Plant 1/28/1927 No. 221&#39;,,,1927-01-28,yes,construction sites,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_040,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1122,lewiston-plc232,plcphotos1122,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1122.html
plcphotos,Lewiston Mill Construction [89],"A locomotive crane assisting in building the Rough-Dry shed at the Lewiston Mill. Three men stand at the bottom of the frame, while one man sits halfway up and two stand atop the frame. Written on the photograph is &#39;Rough Dry shed, 2/24/1927, No. 207&#39;",,,1927-02-24,yes,construction sites; cranes; locomotive cranes,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_039,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1123,lewiston-plc233,plcphotos1123,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1123.html
plcphotos,Clearwater Sawmill and Lumber - Log Pond [38],"A man stands near the opening where debarked logs return to the log pond. Behind him, the entrance were barked logs enter the mill. Note on the envelope says that this photo was taken for Doug Wilson, the Seattle AP photographer who covered the log drive.",,,1966-05-20,,log (wood); ponds,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 10, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_10_064,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1124,lewiston-plc234,plcphotos1124,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1124.html
plcphotos,Lewiston Mill [04],Part of the construction area for the Lewiston Mill. Written on the photograph is &#39;FiN Beam CT CO Plant Lewiston 2/14/1927&#39;,,,1927-02-14,yes,construction sites; cranes,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_042,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1125,lewiston-plc235,plcphotos1125,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1125.html
plcphotos,Lewiston Mill Construction [45],"Piles of rock lay about while two cranes work on constructing the dry sheds. Written on the picture is &#39;Dry sheds, 2/10/1927, No. 196&#39;",,,1927-02-10,yes,construction sites; cranes,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_041,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1126,lewiston-plc236,plcphotos1126,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1126.html
plcphotos,Lewiston Mill Construction [67],A crane assists with the construction of the buildings at the Lewiston Mill. A Man stands atop the frame,,,1927,yes,construction sites; cranes; frame construction,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_044,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1127,lewiston-plc237,plcphotos1127,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1127.html
plcphotos,Lewiston Mill Construction [49],"A crane lifts a piece of building material. Two men stand watching. Written on the photograph is &#39;Winston Brothers Project, 1/8/1927 No. 178&#39;",,,1927-01-08,yes,construction sites; cranes,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_045,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1129,lewiston-plc238,plcphotos1129,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1129.html
plcphotos,Lewiston Mill Construction [74],A locomotive crane lifts a piece of framing. Two men sit atop the framing as several men watch below.,,,1927,yes,construction sites; cranes; locomotive cranes,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 14, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_14_046,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1130,lewiston-plc239,plcphotos1130,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1130.html
plcphotos,Lewiston Mill Construction [41],A crane assists in the construction of the plaining mill. Piles of lumber lie behind the crane coming towards the camera. Written on the photograph is &#39;CT CO Planing mill 1/26/1927 No. 184&#39;,,,1927-01-26,yes,construction sites; cranes; frame construction,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 15, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_15_001,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1132,lewiston-plc240,plcphotos1132,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1132.html
plcphotos,Lewiston Mill Construction [71],Construction of the sawmill fuel house. Men work on the back and right hand side of the building. Written on the building &#39;Saw Mill Fuel House 1/25/1927 No. 186&#39;,,,1927-01-25,yes,construction sites; frame construction,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 15, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_15_002,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1133,lewiston-plc241,plcphotos1133,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1133.html
plcphotos,Clearwater Sawmill and Lumber - Log Pond [53],"Looking at the Clearwater log pond from the railroad tracks. Note on the envelope says that this photo was taken for Doug Wilson, the Seattle AP photographer who covered the log drive.",,,1966-05-20,,log (wood); ponds; railroads (infrastructure),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 10, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_10_066,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1134,lewiston-plc242,plcphotos1134,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1134.html
plcphotos,Lewiston Mill Construction [72],Snow covers the ground surrounding the Lewiston Mill. Where the log pond will eventually be has yet to be filled in.  Written on the photograph is &#39;CT CO Plant 1/25/1927 No. 181&#39;,,"Anderson, J. F.",1927-01-25,yes,construction sites; snow; sawmills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 15, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_15_004,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1135,lewiston-plc243,plcphotos1135,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1135.html
plcphotos,Lewiston Mill Construction [25],Snow lies on the ground around the partially completed grading shed. At the bottom of the photograph are incomplete railroad tracks. Written on the photograph is &#39;Grading Shed 1/21/1927 No. 187&#39;,,"Anderson, J. F.",1927-01-25,yes,construction sites; snow; sawmills; frame construction,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425158,-116.956332,,,"MG 457, Box 202, Folder 15, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_15_007,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1136,lewiston-plc244,plcphotos1136,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1136.html
